run,pop,herb,order,rate,rep,ve,biomass
2,KEI2,dicamba,4,3x,4,1,0
2,KEI2,dicamba,4,3x,5,1,0
2,KEI2,dicamba,4,3x,6,5,1.05
2,KEI2,dicamba,4,3x,7,1,0
2,KEI2,dicamba,4,3x,8,1,0
2,KEI2,"2,4-D",5,1x,1,1,0
2,KEI2,"2,4-D",5,1x,2,5,0.64
2,KEI2,"2,4-D",5,1x,3,5,0.46
2,KEI2,"2,4-D",5,1x,4,5,1.05
2,KEI2,"2,4-D",5,1x,5,4,0.2
2,KEI2,"2,4-D",5,1x,6,1,0
2,KEI2,"2,4-D",5,1x,7,1,0
2,KEI2,"2,4-D",5,1x,8,5,0.6
2,KEI2,"2,4-D",5,3x,1,1,0
2,KEI2,"2,4-D",5,3x,2,1,0
2,KEI2,"2,4-D",5,3x,3,1,0
2,KEI2,"2,4-D",5,3x,4,1,0
2,KEI2,"2,4-D",5,3x,5,1,0
2,KEI2,"2,4-D",5,3x,6,1,0
2,KEI2,"2,4-D",5,3x,7,1,0
2,KEI2,"2,4-D",5,3x,8,4,0.3
2,KEI2,atrazine,3,1x,1,8,1.95
2,KEI2,atrazine,3,1x,2,9,2.23
2,KEI2,atrazine,3,1x,3,9,1.87
2,KEI2,atrazine,3,1x,4,8,3.16
2,KEI2,atrazine,3,1x,5,9,1.44
2,KEI2,atrazine,3,1x,6,7,1.25
2,KEI2,atrazine,3,1x,7,8,4.91
2,KEI2,atrazine,3,1x,8,1,0
2,KEI2,atrazine,3,3x,1,1,0
2,KEI2,atrazine,3,3x,2,1,0
2,KEI2,atrazine,3,3x,3,8,1.37
2,KEI2,atrazine,3,3x,4,8,1.77
2,KEI2,atrazine,3,3x,5,8,1.82
2,KEI2,atrazine,3,3x,6,8,3.62
2,KEI2,atrazine,3,3x,7,8,1.63
2,KEI2,atrazine,3,3x,8,8,0.69
2,KEI2,glyphosate,2,1x,1,9,4.32
2,KEI2,glyphosate,2,1x,2,5,0.26
2,KEI2,glyphosate,2,1x,3,8,4.04
2,KEI2,glyphosate,2,1x,4,8,0.98
2,KEI2,glyphosate,2,1x,5,9,4.62
2,KEI2,glyphosate,2,1x,6,8,1.46
2,KEI2,glyphosate,2,1x,7,9,4.1
2,KEI2,glyphosate,2,1x,8,9,4.6
2,KEI2,glyphosate,2,3x,1,1,0
2,KEI2,glyphosate,2,3x,2,1,0
2,KEI2,glyphosate,2,3x,3,5,0.1
2,KEI2,glyphosate,2,3x,4,1,0
2,KEI2,glyphosate,2,3x,5,5,0.19
2,KEI2,glyphosate,2,3x,6,1,0
2,KEI2,glyphosate,2,3x,7,7,0.93
2,KEI2,glyphosate,2,3x,8,5,0.17
2,KEI2,glufosinate,8,1x,1,1,0
2,KEI2,glufosinate,8,1x,2,1,0
2,KEI2,glufosinate,8,1x,3,1,0
2,KEI2,glufosinate,8,1x,4,1,0
2,KEI2,glufosinate,8,1x,5,1,0
2,KEI2,glufosinate,8,1x,6,1,0
2,KEI2,glufosinate,8,1x,7,1,0
2,KEI2,glufosinate,8,1x,8,1,0
2,KEI2,glufosinate,8,3x,1,1,0
2,KEI2,glufosinate,8,3x,2,1,0
2,KEI2,glufosinate,8,3x,3,1,0
2,KEI2,glufosinate,8,3x,4,1,0
2,KEI2,glufosinate,8,3x,5,1,0
2,KEI2,glufosinate,8,3x,6,1,0
2,KEI2,glufosinate,8,3x,7,1,0
2,KEI2,glufosinate,8,3x,8,1,0
2,KEI2,lactofen,6,1x,1,1,0
2,KEI2,lactofen,6,1x,2,1,0
2,KEI2,lactofen,6,1x,3,1,0
2,KEI2,lactofen,6,1x,4,1,0
2,KEI2,lactofen,6,1x,5,5,0.15
2,KEI2,lactofen,6,1x,6,1,0
2,KEI2,lactofen,6,1x,7,1,0
2,KEI2,lactofen,6,1x,8,1,0
2,KEI2,lactofen,6,3x,1,1,0
2,KEI2,lactofen,6,3x,2,1,0
2,KEI2,lactofen,6,3x,3,1,0
2,KEI2,lactofen,6,3x,4,1,0
2,KEI2,lactofen,6,3x,5,5,0.08
2,KEI2,lactofen,6,3x,6,1,0
2,KEI2,lactofen,6,3x,7,1,0
2,KEI2,lactofen,6,3x,8,1,0
2,KEI2,mesotrione,7,1x,1,1,0
2,KEI2,mesotrione,7,1x,2,7,0.97
2,KEI2,mesotrione,7,1x,3,6,0.26
2,KEI2,mesotrione,7,1x,4,8,4.19
2,KEI2,mesotrione,7,1x,5,3,0.1
2,KEI2,mesotrione,7,1x,6,1,0
2,KEI2,mesotrione,7,1x,7,1,0
2,KEI2,mesotrione,7,1x,8,1,0
2,KEI2,mesotrione,7,3x,1,3,0.08
2,KEI2,mesotrione,7,3x,2,1,0
2,KEI2,mesotrione,7,3x,3,1,0
2,KEI2,mesotrione,7,3x,4,1,0
2,KEI2,mesotrione,7,3x,5,1,0
2,KEI2,mesotrione,7,3x,6,1,0
2,KEI2,mesotrione,7,3x,7,3,0.04
2,KEI2,mesotrione,7,3x,8,1,0
2,BRO,control,0,1x,1,10,5.31
2,BRO,control,0,1x,2,10,4.93
2,BRO,control,0,1x,3,10,4.31
2,BRO,control,0,1x,4,10,4.34
2,BRO,control,0,1x,5,10,6.38
2,BRO,control,0,1x,6,10,5.16
2,BRO,control,0,1x,7,10,5.13
2,BRO,control,0,1x,8,10,3.07
2,BRO,imazethapyr,1,1x,1,8,1.88
2,BRO,imazethapyr,1,1x,2,9,3.52
2,BRO,imazethapyr,1,1x,3,8,5.7
2,BRO,imazethapyr,1,1x,4,7,0.9
2,BRO,imazethapyr,1,1x,5,9,4.29
2,BRO,imazethapyr,1,1x,6,8,2.63
2,BRO,imazethapyr,1,1x,7,9,4.62
2,BRO,imazethapyr,1,1x,8,4,0.13
2,BRO,imazethapyr,1,3x,1,8,4.66
2,BRO,imazethapyr,1,3x,2,8,3.72
2,BRO,imazethapyr,1,3x,3,7,1.7
2,BRO,imazethapyr,1,3x,4,9,6.33
2,BRO,imazethapyr,1,3x,5,8,2.82
2,BRO,imazethapyr,1,3x,6,9,4.44
2,BRO,imazethapyr,1,3x,7,9,2.06
2,BRO,imazethapyr,1,3x,8,8,2.51
2,BRO,dicamba,4,1x,1,1,0
2,BRO,dicamba,4,1x,2,1,0
2,BRO,dicamba,4,1x,3,4,0.42
2,BRO,dicamba,4,1x,4,1,0
2,BRO,dicamba,4,1x,5,4,0.94
2,BRO,dicamba,4,1x,6,1,0
2,BRO,dicamba,4,1x,7,1,0
2,BRO,dicamba,4,1x,8,1,0
2,BRO,dicamba,4,3x,1,1,0
2,BRO,dicamba,4,3x,2,1,0
2,BRO,dicamba,4,3x,3,1,0
2,BRO,dicamba,4,3x,4,1,0
2,BRO,dicamba,4,3x,5,1,0
2,BRO,dicamba,4,3x,6,1,0
2,BRO,dicamba,4,3x,7,1,0
2,BRO,dicamba,4,3x,8,1,0
2,BRO,"2,4-D",5,1x,1,1,0
2,BRO,"2,4-D",5,1x,2,1,0
2,BRO,"2,4-D",5,1x,3,1,0
2,BRO,"2,4-D",5,1x,4,1,0
2,BRO,"2,4-D",5,1x,5,5,0.89
2,BRO,"2,4-D",5,1x,6,4,0.44
2,BRO,"2,4-D",5,1x,7,1,0
2,BRO,"2,4-D",5,1x,8,5,0.72
2,BRO,"2,4-D",5,3x,1,1,0
2,BRO,"2,4-D",5,3x,2,1,0
2,BRO,"2,4-D",5,3x,3,1,0
2,BRO,"2,4-D",5,3x,4,1,0
2,BRO,"2,4-D",5,3x,5,1,0
2,BRO,"2,4-D",5,3x,6,1,0
2,BRO,"2,4-D",5,3x,7,1,0
2,BRO,"2,4-D",5,3x,8,1,0
2,BRO,atrazine,3,1x,1,1,0
2,BRO,atrazine,3,1x,2,1,0
2,BRO,atrazine,3,1x,3,1,0
2,BRO,atrazine,3,1x,4,8,1.99
2,BRO,atrazine,3,1x,5,1,0
2,BRO,atrazine,3,1x,6,8,1.79
2,BRO,atrazine,3,1x,7,7,0.44
2,BRO,atrazine,3,1x,8,8,1.25
2,BRO,atrazine,3,3x,1,1,0
2,BRO,atrazine,3,3x,2,1,0
2,BRO,atrazine,3,3x,3,8,1.39
2,BRO,atrazine,3,3x,4,1,0
2,BRO,atrazine,3,3x,5,1,0
2,BRO,atrazine,3,3x,6,6,0.23
2,BRO,atrazine,3,3x,7,1,0
2,BRO,atrazine,3,3x,8,7,0.45
2,BRO,glyphosate,2,1x,1,1,0
2,BRO,glyphosate,2,1x,2,1,0
2,BRO,glyphosate,2,1x,3,9,3.58
2,BRO,glyphosate,2,1x,4,9,3.81
2,BRO,glyphosate,2,1x,5,9,4.86
2,BRO,glyphosate,2,1x,6,8,3.93
2,BRO,glyphosate,2,1x,7,9,4.07
2,BRO,glyphosate,2,1x,8,8,3.25
2,BRO,glyphosate,2,3x,1,1,0
2,BRO,glyphosate,2,3x,2,8,1.08
2,BRO,glyphosate,2,3x,3,4,0.13
2,BRO,glyphosate,2,3x,4,1,0
2,BRO,glyphosate,2,3x,5,1,0
2,BRO,glyphosate,2,3x,6,5,0.1
2,BRO,glyphosate,2,3x,7,1,0
2,BRO,glyphosate,2,3x,8,1,0
2,BRO,glufosinate,8,1x,1,1,0
2,BRO,glufosinate,8,1x,2,1,0
2,BRO,glufosinate,8,1x,3,1,0
2,BRO,glufosinate,8,1x,4,1,0
2,BRO,glufosinate,8,1x,5,1,0
2,BRO,glufosinate,8,1x,6,1,0
2,BRO,glufosinate,8,1x,7,1,0
2,BRO,glufosinate,8,1x,8,1,0
2,BRO,glufosinate,8,3x,1,1,0
2,BRO,glufosinate,8,3x,2,1,0
2,BRO,glufosinate,8,3x,3,1,0
2,BRO,glufosinate,8,3x,4,1,0
2,BRO,glufosinate,8,3x,5,1,0
2,BRO,glufosinate,8,3x,6,1,0
2,BRO,glufosinate,8,3x,7,1,0
2,BRO,glufosinate,8,3x,8,1,0
2,BRO,lactofen,6,1x,1,1,0
2,BRO,lactofen,6,1x,2,1,0
2,BRO,lactofen,6,1x,3,1,0
2,BRO,lactofen,6,1x,4,1,0
2,BRO,lactofen,6,1x,5,1,0
2,BRO,lactofen,6,1x,6,1,0
2,BRO,lactofen,6,1x,7,1,0
2,BRO,lactofen,6,1x,8,1,0
2,BRO,lactofen,6,3x,1,1,0
2,BRO,lactofen,6,3x,2,1,0
2,BRO,lactofen,6,3x,3,1,0
2,BRO,lactofen,6,3x,4,1,0
2,BRO,lactofen,6,3x,5,1,0
2,BRO,lactofen,6,3x,6,7,0.86
2,BRO,lactofen,6,3x,7,8,1.75
2,BRO,lactofen,6,3x,8,1,0
2,BRO,mesotrione,7,1x,1,1,0
2,BRO,mesotrione,7,1x,2,1,0
2,BRO,mesotrione,7,1x,3,1,0
2,BRO,mesotrione,7,1x,4,3,0.06
2,BRO,mesotrione,7,1x,5,1,0
2,BRO,mesotrione,7,1x,6,7,0.21
2,BRO,mesotrione,7,1x,7,1,0
2,BRO,mesotrione,7,1x,8,1,0
2,BRO,mesotrione,7,3x,1,7,1
2,BRO,mesotrione,7,3x,2,1,0
2,BRO,mesotrione,7,3x,3,3,0.1
2,BRO,mesotrione,7,3x,4,1,0
2,BRO,mesotrione,7,3x,5,1,0
2,BRO,mesotrione,7,3x,6,1,0
2,BRO,mesotrione,7,3x,7,6,0.32
2,BRO,mesotrione,7,3x,8,2,0.06
1,KEI3,control,0,3x,1,10,5.34
1,KEI3,control,0,3x,2,10,4.55
1,KEI3,control,0,3x,3,10,7.77
1,KEI3,control,0,3x,4,10,5.86
1,KEI3,control,0,3x,5,10,4.61
1,KEI3,control,0,3x,6,10,3.04
1,KEI3,control,0,3x,7,10,5.12
1,KEI3,control,0,3x,8,10,6.26
1,KEI2,control,0,3x,1,10,6.08
1,KEI2,control,0,3x,2,10,5
1,KEI2,control,0,3x,3,10,4.28
1,KEI2,control,0,3x,4,10,5.01
1,KEI2,control,0,3x,5,10,4.4
1,KEI2,control,0,3x,6,10,4.66
1,KEI2,control,0,3x,7,10,4.65
1,KEI2,control,0,3x,8,10,5.03
1,BRO,control,0,3x,1,10,7.18
1,BRO,control,0,3x,2,10,5.44
1,BRO,control,0,3x,3,10,5.54
1,BRO,control,0,3x,4,10,5.74
1,BRO,control,0,3x,5,10,5.74
1,BRO,control,0,3x,6,10,5.75
1,BRO,control,0,3x,7,10,5.91
1,BRO,control,0,3x,8,10,4.87
2,KEI3,control,0,3x,1,10,6.48
2,KEI3,control,0,3x,2,10,5.47
2,KEI3,control,0,3x,3,10,6.09
2,KEI3,control,0,3x,4,10,6.6
2,KEI3,control,0,3x,5,10,5.28
2,KEI3,control,0,3x,6,10,5.99
2,KEI3,control,0,3x,7,10,5.39
2,KEI3,control,0,3x,8,10,5.48
2,KEI2,control,0,3x,1,10,4.95
2,KEI2,control,0,3x,2,10,5.19
2,KEI2,control,0,3x,3,10,4.65
2,KEI2,control,0,3x,4,10,5.9
2,KEI2,control,0,3x,5,10,4.63
2,KEI2,control,0,3x,6,10,6.18
2,KEI2,control,0,3x,7,10,5.6
2,KEI2,control,0,3x,8,10,6.64
2,BRO,control,0,3x,1,10,5.31
2,BRO,control,0,3x,2,10,4.93
2,BRO,control,0,3x,3,10,4.31
2,BRO,control,0,3x,4,10,4.34
2,BRO,control,0,3x,5,10,6.38
2,BRO,control,0,3x,6,10,5.16
2,BRO,control,0,3x,7,10,5.13
2,BRO,control,0,3x,8,10,3.07
