run,pop,Herbicide,Dose,rep,count,biomass,count_red,bio_red
2,A35,Atrazine,0.5x,3,3,0.04,0.882352941,0.978201635
2,A35,Atrazine,0.5x,4,1,0.001,0.960784314,0.999455041
2,A35,Metribuzin,0.5x,1,0,0,1,1
2,A35,Metribuzin,0.5x,2,0,0,1,1
2,A35,Metribuzin,0.5x,3,0,0,1,1
2,A35,Metribuzin,0.5x,4,0,0,1,1
2,A35,Atrazine,1x,1,0,0,1,1
2,A35,Atrazine,1x,2,1,0.019,0.960784314,0.989645777
2,A35,Atrazine,1x,3,0,0,1,1
2,A35,Atrazine,1x,4,1,0.118,0.960784314,0.935694823
2,A35,Metribuzin,1x,1,0,0,1,1
2,A35,Metribuzin,1x,2,0,0,1,1
2,A35,Metribuzin,1x,3,0,0,1,1
2,A35,Metribuzin,1x,4,0,0,1,1
2,A35,Atrazine,3x,1,0,0,1,1
2,A35,Atrazine,3x,2,0,0,1,1
2,A35,Atrazine,3x,3,0,0,1,1
2,A35,Atrazine,3x,4,3,0.337,0.882352941,0.816348774
2,A35,Metribuzin,3x,1,0,0,1,1
2,A35,Metribuzin,3x,2,0,0,1,1
2,A35,Metribuzin,3x,3,0,0,1,1
2,A35,Metribuzin,3x,4,0,0,1,1
2,A36,Atrazine,0.5x,1,0,0,1,1
2,A36,Atrazine,0.5x,2,7,0.317,0.631578947,0.788912935
2,A36,Atrazine,0.5x,3,6,0.751,0.684210526,0.499916764
2,A36,Atrazine,0.5x,4,7,0.498,0.631578947,0.668386882
2,A36,Metribuzin,0.5x,1,0,0,1,1
2,A36,Metribuzin,0.5x,2,0,0,1,1
2,A36,Metribuzin,0.5x,3,0,0,1,1
2,A36,Metribuzin,0.5x,4,0,0,1,1
2,A36,Atrazine,1x,1,10,0.949,0.473684211,0.368070584
2,A36,Atrazine,1x,2,7,0.256,0.631578947,0.829532212
2,A36,Atrazine,1x,3,7,0.187,0.631578947,0.875478608
2,A36,Atrazine,1x,4,1,0.111,0.947368421,0.926086233
2,A36,Metribuzin,1x,1,0,0,1,1
2,A36,Metribuzin,1x,2,0,0,1,1
2,A36,Metribuzin,1x,3,0,0,1,1
2,A36,Metribuzin,1x,4,0,0,1,1
2,A36,Atrazine,3x,1,7,1.044,0.631578947,0.304811054
2,A36,Atrazine,3x,2,2,0.279,0.894736842,0.814216747
2,A36,Atrazine,3x,3,3,0.16,0.842105263,0.893457633
2,A36,Atrazine,3x,4,3,0.466,0.842105263,0.689695355
2,A36,Metribuzin,3x,1,0,0,1,1
2,A36,Metribuzin,3x,2,0,0,1,1
2,A36,Metribuzin,3x,3,0,0,1,1
2,A36,Metribuzin,3x,4,0,0,1,1
2,A37,Atrazine,0.5x,1,13,1.261,0.580645161,0.172391162
2,A37,Atrazine,0.5x,2,11,1.288,0.64516129,0.15467075
2,A37,Atrazine,0.5x,3,12,0.973,0.612903226,0.361408882
2,A37,Atrazine,0.5x,4,,,,
2,A37,Metribuzin,0.5x,1,0,0,1,1
2,A37,Metribuzin,0.5x,2,0,0,1,1
2,A37,Metribuzin,0.5x,3,0,0,1,1
2,A37,Metribuzin,0.5x,4,,,,
2,A37,Atrazine,1x,1,0,0,1,1
2,A37,Atrazine,1x,2,5,0.111,0.838709677,0.92714942
2,A37,Atrazine,1x,3,9,1.298,0.709677419,0.148107635
2,A37,Atrazine,1x,4,,,,
2,A37,Metribuzin,1x,1,0,0,1,1
2,A37,Metribuzin,1x,2,0,0,1,1
2,A37,Metribuzin,1x,3,0,0,1,1
2,A37,Metribuzin,1x,4,,,,
2,A37,Atrazine,3x,1,,,,
2,A37,Atrazine,3x,2,,,,
2,A37,Atrazine,3x,3,,,,
2,A37,Atrazine,3x,4,,,,
2,A37,Metribuzin,3x,1,,,,
2,A37,Metribuzin,3x,2,,,,
2,A37,Metribuzin,3x,3,,,,
2,A37,Metribuzin,3x,4,,,,
2,A39,Atrazine,0.5x,1,6,0.349,0.868852459,0.832774317
2,A39,Atrazine,0.5x,2,11,1.059,0.759562842,0.492573071
2,A39,Atrazine,0.5x,3,15,1.088,0.672131148,0.478677528
2,A39,Atrazine,0.5x,4,13,1.064,0.715846995,0.490177288
2,A39,Metribuzin,0.5x,1,0,0,1,1
2,A39,Metribuzin,0.5x,2,0,0,1,1
2,A39,Metribuzin,0.5x,3,0,0,1,1
2,A39,Metribuzin,0.5x,4,0,0,1,1
2,A39,Atrazine,1x,1,1,0.088,0.978142077,0.957834212
2,A39,Atrazine,1x,2,0,0,1,1
2,A39,Atrazine,1x,3,1,0.003,0.978142077,0.99856253
2,A39,Atrazine,1x,4,5,0.145,0.890710383,0.930522281
2,A39,Metribuzin,1x,1,0,0,1,1
2,A39,Metribuzin,1x,2,0,0,1,1
2,A39,Metribuzin,1x,3,0,0,1,1
2,A39,Metribuzin,1x,4,0,0,1,1
2,A39,Atrazine,3x,1,0,0,1,1
2,A39,Atrazine,3x,2,0,0,1,1
2,A39,Atrazine,3x,3,0,0,1,1
2,A39,Atrazine,3x,4,0,0,1,1
2,A39,Metribuzin,3x,1,0,0,1,1
2,A39,Metribuzin,3x,2,0,0,1,1
2,A39,Metribuzin,3x,3,0,0,1,1
2,A39,Metribuzin,3x,4,0,0,1,1
2,A41,Atrazine,0.5x,1,4,0.078,0.895424837,0.961077844
2,A41,Atrazine,0.5x,2,9,0.283,0.764705882,0.858782435
2,A41,Atrazine,0.5x,3,5,0.14,0.869281046,0.930139721
2,A41,Atrazine,0.5x,4,0,0,1,1
2,A41,Metribuzin,0.5x,1,0,0,1,1
2,A41,Metribuzin,0.5x,2,0,0,1,1
2,A41,Metribuzin,0.5x,3,0,0,1,1
2,A41,Metribuzin,0.5x,4,0,0,1,1
2,A41,Atrazine,1x,1,8,0.151,0.790849673,0.924650699
2,A41,Atrazine,1x,2,3,0.116,0.921568628,0.942115769
2,A41,Atrazine,1x,3,5,0.271,0.869281046,0.864770459
2,A41,Atrazine,1x,4,3,0.238,0.921568628,0.881237525
2,A41,Metribuzin,1x,1,0,0,1,1
2,A41,Metribuzin,1x,2,0,0,1,1
2,A41,Metribuzin,1x,3,0,0,1,1
2,A41,Metribuzin,1x,4,0,0,1,1
2,A41,Atrazine,3x,1,0,0,1,1
2,A41,Atrazine,3x,2,0,0,1,1
2,A41,Atrazine,3x,3,0,0,1,1
2,A41,Atrazine,3x,4,0,0,1,1
2,A41,Metribuzin,3x,1,0,0,1,1
2,A41,Metribuzin,3x,2,0,0,1,1
2,A41,Metribuzin,3x,3,0,0,1,1
2,A41,Metribuzin,3x,4,0,0,1,1
2,A44,Atrazine,0.5x,1,7,0.671,0.804195804,0.634929271
2,A44,Atrazine,0.5x,2,2,0.147,0.944055944,0.920021763
2,A44,Atrazine,0.5x,3,4,0.342,0.888111888,0.813928183
2,A44,Atrazine,0.5x,4,11,1.052,0.692307692,0.427638738
2,A44,Metribuzin,0.5x,1,0,0,1,1
2,A44,Metribuzin,0.5x,2,0,0,1,1
2,A44,Metribuzin,0.5x,3,0,0,1,1
2,A44,Metribuzin,0.5x,4,0,0,1,1
2,A44,Atrazine,1x,1,2,0.61,0.944055944,0.668117519
2,A44,Atrazine,1x,2,0,0,1,1
2,A44,Atrazine,1x,3,0,0,1,1
2,A44,Atrazine,1x,4,6,0.487,0.832167832,0.735038085
2,A44,Metribuzin,1x,1,0,0,1,1
2,A44,Metribuzin,1x,2,0,0,1,1
2,A44,Metribuzin,1x,3,0,0,1,1
2,A44,Metribuzin,1x,4,0,0,1,1
2,A44,Atrazine,3x,1,1,0.013,0.972027972,0.992927095
2,A44,Atrazine,3x,2,2,0.186,0.944055944,0.898803047
2,A44,Atrazine,3x,3,0,0,1,1
2,A44,Atrazine,3x,4,1,0.026,0.972027972,0.985854189
2,A44,Metribuzin,3x,1,0,0,1,1
2,A44,Metribuzin,3x,2,0,0,1,1
2,A44,Metribuzin,3x,3,0,0,1,1
2,A44,Metribuzin,3x,4,0,0,1,1
2,A45,Atrazine,0.5x,1,13,1.023,0.631205674,0.518077965
2,A45,Atrazine,0.5x,2,15,1.049,0.574468085,0.505829702
2,A45,Atrazine,0.5x,3,8,0.576,0.773049645,0.728653869
2,A45,Atrazine,0.5x,4,8,0.56,0.773049645,0.736191261
2,A45,Metribuzin,0.5x,1,0,0,1,1
2,A45,Metribuzin,0.5x,2,0,0,1,1
2,A45,Metribuzin,0.5x,3,0,0,1,1
2,A45,Metribuzin,0.5x,4,0,0,1,1
2,A45,Atrazine,1x,1,12,0.663,0.659574468,0.687669297
2,A45,Atrazine,1x,2,3,0.112,0.914893617,0.947238252
2,A45,Atrazine,1x,3,7,0.354,0.80141844,0.83323519
2,A45,Atrazine,1x,4,1,0.038,0.971631206,0.982098693
2,A45,Metribuzin,1x,1,0,0,1,1
2,A45,Metribuzin,1x,2,0,0,1,1
2,A45,Metribuzin,1x,3,0,0,1,1
2,A45,Metribuzin,1x,4,0,0,1,1
2,A45,Atrazine,3x,1,2,0.716,0.943262411,0.662701684
2,A45,Atrazine,3x,2,11,1.499,0.687943262,0.293840537
2,A45,Atrazine,3x,3,3,0.217,0.914893617,0.897774114
2,A45,Atrazine,3x,4,1,0.816,0.971631206,0.615592981
2,A45,Metribuzin,3x,1,0,0,1,1
2,A45,Metribuzin,3x,2,3,0.082,0.914893617,0.961370863
2,A45,Metribuzin,3x,3,0,0,1,1
2,A45,Metribuzin,3x,4,0,0,1,1
2,A47,Atrazine,0.5x,1,3,0.211,0.7,0.768703755
2,A47,Atrazine,0.5x,2,0,0,1,1
2,A47,Atrazine,0.5x,3,0,0,1,1
2,A47,Atrazine,0.5x,4,1,0.106,0.9,0.883803782
2,A47,Metribuzin,0.5x,1,0,0,1,1
2,A47,Metribuzin,0.5x,2,0,0,1,1
2,A47,Metribuzin,0.5x,3,0,0,1,1
2,A47,Metribuzin,0.5x,4,0,0,1,1
2,A47,Atrazine,1x,1,1,0.292,0.9,0.679912305
2,A47,Atrazine,1x,2,0,0,1,1
2,A47,Atrazine,1x,3,0,0,1,1
2,A47,Atrazine,1x,4,0,0,1,1
2,A47,Metribuzin,1x,1,0,0,1,1
2,A47,Metribuzin,1x,2,0,0,1,1
2,A47,Metribuzin,1x,3,0,0,1,1
2,A47,Metribuzin,1x,4,0,0,1,1
2,A47,Atrazine,3x,1,0,0,1,1
2,A47,Atrazine,3x,2,0,0,1,1
2,A47,Atrazine,3x,3,1,0.031,0.9,0.966018087
2,A47,Atrazine,3x,4,0,0,1,1
2,A47,Metribuzin,3x,1,0,0,1,1
2,A47,Metribuzin,3x,2,0,0,1,1
2,A47,Metribuzin,3x,3,0,0,1,1
2,A47,Metribuzin,3x,4,0,0,1,1
2,A65,Atrazine,0.5x,1,3,0.749,1E-10,1E-10
2,A65,Atrazine,0.5x,2,2,0.028,0.2,0.948458353
2,A65,Atrazine,0.5x,3,0,0,1,1
2,A65,Atrazine,0.5x,4,2,0.054,0.2,0.900598251
2,A65,Metribuzin,0.5x,1,0,0,1,1
2,A65,Metribuzin,0.5x,2,0,0,1,1
2,A65,Metribuzin,0.5x,3,0,0,1,1
2,A65,Metribuzin,0.5x,4,0,0,1,1
2,A65,Atrazine,1x,1,9,0.533,1E-10,0.018867925
2,A65,Atrazine,1x,2,0,0,1,1
2,A65,Atrazine,1x,3,7,0.515,1E-10,0.052001841
2,A65,Atrazine,1x,4,1,0.637,0.6,1E-10
2,A65,Metribuzin,1x,1,0,0,1,1
2,A65,Metribuzin,1x,2,0,0,1,1
2,A65,Metribuzin,1x,3,0,0,1,1
2,A65,Metribuzin,1x,4,0,0,1,1
2,A65,Atrazine,3x,1,1,0.161,0.6,0.703635527
2,A65,Atrazine,3x,2,4,1.173,1E-10,1E-10
2,A65,Atrazine,3x,3,1,0.287,0.6,0.471698113
2,A65,Atrazine,3x,4,0,0,1,1
2,A65,Metribuzin,3x,1,0,0,1,1
2,A65,Metribuzin,3x,2,0,0,1,1
2,A65,Metribuzin,3x,3,0,0,1,1
2,A65,Metribuzin,3x,4,0,0,1,1
2,A66,Atrazine,0.5x,1,5,0.341,0.733333333,0.80709942
2,A66,Atrazine,0.5x,2,7,0.62,0.626666667,0.649271673
2,A66,Atrazine,0.5x,3,6,0.684,0.68,0.613067459
2,A66,Atrazine,0.5x,4,9,0.956,0.52,0.459199547
2,A66,Metribuzin,0.5x,1,0,0,1,1
2,A66,Metribuzin,0.5x,2,0,0,1,1
2,A66,Metribuzin,0.5x,3,0,0,1,1
2,A66,Metribuzin,0.5x,4,0,0,1,1
2,A66,Atrazine,1x,1,3,0.301,0.84,0.829727054
2,A66,Atrazine,1x,2,0,0,1,1
2,A66,Atrazine,1x,3,1,0.076,0.946666667,0.957007495
2,A66,Atrazine,1x,4,2,0.551,0.893333333,0.688304342
2,A66,Metribuzin,1x,1,0,0,1,1
2,A66,Metribuzin,1x,2,0,0,1,1
2,A66,Metribuzin,1x,3,0,0,1,1
2,A66,Metribuzin,1x,4,0,0,1,1
2,A66,Atrazine,3x,1,1,0.001,0.946666667,0.999434309
2,A66,Atrazine,3x,2,4,0.318,0.786666667,0.82011031
2,A66,Atrazine,3x,3,5,0.409,0.733333333,0.768632442
2,A66,Atrazine,3x,4,10,0.797,0.466666667,0.549144393
2,A66,Metribuzin,3x,1,0,0,1,1
2,A66,Metribuzin,3x,2,0,0,1,1
2,A66,Metribuzin,3x,3,0,0,1,1
2,A66,Metribuzin,3x,4,0,0,1,1
2,A67,Atrazine,0.5x,1,5,0.058,0.841269841,0.962276423
2,A67,Atrazine,0.5x,2,6,0.711,0.80952381,0.537560976
2,A67,Atrazine,0.5x,3,3,0.319,0.904761905,0.792520325
2,A67,Atrazine,0.5x,4,12,1.482,0.619047619,0.036097561
2,A67,Metribuzin,0.5x,1,0,0,1,1
2,A67,Metribuzin,0.5x,2,0,0,1,1
2,A67,Metribuzin,0.5x,3,0,0,1,1
2,A67,Metribuzin,0.5x,4,0,0,1,1
2,A67,Atrazine,1x,1,1,0.221,0.968253968,0.856260163
2,A67,Atrazine,1x,2,2,0.579,0.936507937,0.623414634
2,A67,Atrazine,1x,3,2,0.313,0.936507937,0.796422764
2,A67,Atrazine,1x,4,0,0,1,1
2,A67,Metribuzin,1x,1,0,0,1,1
2,A67,Metribuzin,1x,2,0,0,1,1
2,A67,Metribuzin,1x,3,0,0,1,1
2,A67,Metribuzin,1x,4,0,0,1,1
2,A67,Atrazine,3x,1,2,0.096,0.936507937,0.937560976
2,A67,Atrazine,3x,2,3,0.68,0.904761905,0.557723577
2,A67,Atrazine,3x,3,3,0.421,0.904761905,0.726178862
2,A67,Atrazine,3x,4,0,0,1,1
2,A67,Metribuzin,3x,1,0,0,1,1
2,A67,Metribuzin,3x,2,0,0,1,1
2,A67,Metribuzin,3x,3,0,0,1,1
2,A67,Metribuzin,3x,4,0,0,1,1
2,A75,Atrazine,0.5x,1,14,1.329,0.370786517,0.204786836
2,A75,Atrazine,0.5x,2,11,1.559,0.505617978,0.067165295
2,A75,Atrazine,0.5x,3,4,0.351,0.820224719,0.789977562
2,A75,Atrazine,0.5x,4,16,1.301,0.280898876,0.221540763
2,A75,Metribuzin,0.5x,1,0,0,1,1
2,A75,Metribuzin,0.5x,2,0,0,1,1
2,A75,Metribuzin,0.5x,3,0,0,1,1
2,A75,Metribuzin,0.5x,4,0,0,1,1
2,A75,Atrazine,1x,1,13,1.145,0.415730337,0.314884069
2,A75,Atrazine,1x,2,3,0.777,0.865168539,0.535078534
2,A75,Atrazine,1x,3,12,1.163,0.460674157,0.304113687
2,A75,Atrazine,1x,4,16,1.25,0.280898876,0.252056844
2,A75,Metribuzin,1x,1,0,0,1,1
2,A75,Metribuzin,1x,2,0,0,1,1
2,A75,Metribuzin,1x,3,0,0,1,1
2,A75,Metribuzin,1x,4,0,0,1,1
2,A75,Atrazine,3x,1,1,0.043,0.95505618,0.974270755
2,A75,Atrazine,3x,2,10,1.034,0.550561798,0.381301421
2,A75,Atrazine,3x,3,4,0.901,0.820224719,0.460882573
2,A75,Atrazine,3x,4,4,0.547,0.820224719,0.672700075
2,A75,Metribuzin,3x,1,0,0,1,1
2,A75,Metribuzin,3x,2,0,0,1,1
2,A75,Metribuzin,3x,3,0,0,1,1
2,A75,Metribuzin,3x,4,0,0,1,1
2,A76,Atrazine,0.5x,1,11,0.731,0.658914729,0.641973797
2,A76,Atrazine,0.5x,2,5,1.119,0.84496124,0.451940737
2,A76,Atrazine,0.5x,3,13,0.952,0.596899225,0.533733317
2,A76,Atrazine,0.5x,4,18,0.894,0.441860465,0.562140321
2,A76,Metribuzin,0.5x,1,0,0,1,1
2,A76,Metribuzin,0.5x,2,0,0,1,1
2,A76,Metribuzin,0.5x,3,0,0,1,1
2,A76,Metribuzin,0.5x,4,0,0,1,1
2,A76,Atrazine,1x,1,7,0.847,0.782945736,0.585159789
2,A76,Atrazine,1x,2,7,0.123,0.782945736,0.939757561
2,A76,Atrazine,1x,3,13,0.416,0.596899225,0.796253214
2,A76,Atrazine,1x,4,5,0.776,0.84496124,0.61993388
2,A76,Metribuzin,1x,1,0,0,1,1
2,A76,Metribuzin,1x,2,0,0,1,1
2,A76,Metribuzin,1x,3,0,0,1,1
2,A76,Metribuzin,1x,4,0,0,1,1
2,A76,Atrazine,3x,1,0,0,1,1
2,A76,Atrazine,3x,2,5,0.373,0.84496124,0.817313579
2,A76,Atrazine,3x,3,9,0.576,0.720930233,0.717889066
2,A76,Atrazine,3x,4,4,0.376,0.875968992,0.815844251
2,A76,Metribuzin,3x,1,0,0,1,1
2,A76,Metribuzin,3x,2,0,0,1,1
2,A76,Metribuzin,3x,3,0,0,1,1
2,A76,Metribuzin,3x,4,0,0,1,1
2,A82,Atrazine,0.5x,1,6,1.431,0.688311688,0.315065215
2,A82,Atrazine,0.5x,2,4,1.302,0.792207792,0.37680986
2,A82,Atrazine,0.5x,3,3,0.58,0.844155844,0.722388417
2,A82,Atrazine,0.5x,4,6,0.676,0.688311688,0.676438914
2,A82,Metribuzin,0.5x,1,0,0,1,1
2,A82,Metribuzin,0.5x,2,0,0,1,1
2,A82,Metribuzin,0.5x,3,0,0,1,1
2,A82,Metribuzin,0.5x,4,0,0,1,1
2,A82,Atrazine,1x,1,13,0.537,0.324675325,0.742969965
2,A82,Atrazine,1x,2,2,0.085,0.896103896,0.959315544
2,A82,Atrazine,1x,3,10,0.881,0.480519481,0.578317578
2,A82,Atrazine,1x,4,3,0.206,0.844155844,0.901400024
2,A82,Metribuzin,1x,1,0,0,1,1
2,A82,Metribuzin,1x,2,0,0,1,1
2,A82,Metribuzin,1x,3,0,0,1,1
2,A82,Metribuzin,1x,4,0,0,1,1
2,A82,Atrazine,3x,1,1,0.004,0.948051948,0.998085437
2,A82,Atrazine,3x,2,6,0.17,0.688311688,0.918631088
2,A82,Atrazine,3x,3,1,0.003,0.948051948,0.998564078
2,A82,Atrazine,3x,4,0,0,1,1
2,A82,Metribuzin,3x,1,0,0,1,1
2,A82,Metribuzin,3x,2,0,0,1,1
2,A82,Metribuzin,3x,3,0,0,1,1
2,A82,Metribuzin,3x,4,0,0,1,1
2,A87,Atrazine,0.5x,1,13,0.276,0.697674419,0.832295306
2,A87,Atrazine,0.5x,2,13,0.898,0.697674419,0.454352119
2,A87,Atrazine,0.5x,3,5,0.578,0.88372093,0.648792344
2,A87,Atrazine,0.5x,4,4,0.611,0.906976744,0.628740696
2,A87,Metribuzin,0.5x,1,0,0,1,1
2,A87,Metribuzin,0.5x,2,0,0,1,1
2,A87,Metribuzin,0.5x,3,0,0,1,1
2,A87,Metribuzin,0.5x,4,0,0,1,1
2,A87,Atrazine,1x,1,0,0,1,1
2,A87,Atrazine,1x,2,4,0.137,0.906976744,0.916755279
2,A87,Atrazine,1x,3,8,0.403,0.813953488,0.755126842
2,A87,Atrazine,1x,4,4,0.013,0.906976744,0.992100866
2,A87,Metribuzin,1x,1,0,0,1,1
2,A87,Metribuzin,1x,2,0,0,1,1
2,A87,Metribuzin,1x,3,0,0,1,1
2,A87,Metribuzin,1x,4,0,0,1,1
2,A87,Atrazine,3x,1,0,0,1,1
2,A87,Atrazine,3x,2,0,0,1,1
2,A87,Atrazine,3x,3,9,0.848,0.790697674,0.484733404
2,A87,Atrazine,3x,4,4,0.581,0.906976744,0.646969467
2,A87,Metribuzin,3x,1,0,0,1,1
2,A87,Metribuzin,3x,2,0,0,1,1
2,A87,Metribuzin,3x,3,0,0,1,1
2,A87,Metribuzin,3x,4,0,0,1,1
2,A90,Atrazine,0.5x,1,4,0.568,0.783783784,0.578165615
2,A90,Atrazine,0.5x,2,2,0.039,0.891891892,0.971036019
2,A90,Atrazine,0.5x,3,0,0,1,1
2,A90,Atrazine,0.5x,4,5,0.183,0.72972973,0.864092091
2,A90,Metribuzin,0.5x,1,0,0,1,1
2,A90,Metribuzin,0.5x,2,0,0,1,1
2,A90,Metribuzin,0.5x,3,0,0,1,1
2,A90,Metribuzin,0.5x,4,0,0,1,1
2,A90,Atrazine,1x,1,10,1.136,0.45945946,0.156331229
2,A90,Atrazine,1x,2,0,0,1,1
2,A90,Atrazine,1x,3,2,0.177,0.891891892,0.868548088
2,A90,Atrazine,1x,4,0,0,1,1
2,A90,Metribuzin,1x,1,0,0,1,1
2,A90,Metribuzin,1x,2,0,0,1,1
2,A90,Metribuzin,1x,3,0,0,1,1
2,A90,Metribuzin,1x,4,0,0,1,1
2,A90,Atrazine,3x,1,1,0.507,0.945945946,0.623468251
2,A90,Atrazine,3x,2,1,0.047,0.945945946,0.96509469
2,A90,Atrazine,3x,3,2,0.065,0.891891892,0.951726699
2,A90,Atrazine,3x,4,1,0.004,0.945945946,0.997029335
2,A90,Metribuzin,3x,1,0,0,1,1
2,A90,Metribuzin,3x,2,0,0,1,1
2,A90,Metribuzin,3x,3,0,0,1,1
2,A90,Metribuzin,3x,4,0,0,1,1
2,A91,Atrazine,0.5x,1,4,0.199,0.896551724,0.892471182
2,A91,Atrazine,0.5x,2,0,0,1,1
2,A91,Atrazine,0.5x,3,6,0.04,0.844827586,0.978386167
2,A91,Atrazine,0.5x,4,,,,
2,A91,Metribuzin,0.5x,1,0,0,1,1
2,A91,Metribuzin,0.5x,2,0,0,1,1
2,A91,Metribuzin,0.5x,3,0,0,1,1
2,A91,Metribuzin,0.5x,4,,,,
2,A91,Atrazine,1x,1,2,0.004,0.948275862,0.997838617
2,A91,Atrazine,1x,2,7,0.194,0.818965517,0.895172911
2,A91,Atrazine,1x,3,15,0.517,0.612068966,0.72064121
2,A91,Atrazine,1x,4,,,,
2,A91,Metribuzin,1x,1,0,0,1,1
2,A91,Metribuzin,1x,2,0,0,1,1
2,A91,Metribuzin,1x,3,0,0,1,1
2,A91,Metribuzin,1x,4,,,,
2,A91,Atrazine,3x,1,,,,
2,A91,Atrazine,3x,2,,,,
2,A91,Atrazine,3x,3,,,,
2,A91,Atrazine,3x,4,,,,
2,A91,Metribuzin,3x,1,,,,
2,A91,Metribuzin,3x,2,,,,
2,A91,Metribuzin,3x,3,,,,
2,A91,Metribuzin,3x,4,,,,
1,A8,Fomesafen,0.5x,1,0,0,1,1
1,A8,Fomesafen,0.5x,2,0,0,1,1
1,A8,Fomesafen,0.5x,3,4,0.1227,0.636363636,0.570866486
1,A8,Fomesafen,0.5x,4,0,0,1,1
1,A8,S-metolachlor,0.5x,1,0,0,1,1
1,A8,S-metolachlor,0.5x,2,0,0,1,1
1,A8,S-metolachlor,0.5x,3,0,0,1,1
1,A8,S-metolachlor,0.5x,4,0,0,1,1
1,A8,Mesotrione,0.5x,1,0,0,1,1
1,A8,Mesotrione,0.5x,2,0,0,1,1
1,A8,Mesotrione,0.5x,3,0,0,1,1
1,A8,Mesotrione,0.5x,4,0,0,1,1
1,A8,Fomesafen,1x,1,0,0,1,1
1,A8,Fomesafen,1x,2,0,0,1,1
1,A8,Fomesafen,1x,3,0,0,1,1
1,A8,Fomesafen,1x,4,0,0,1,1
1,A8,S-metolachlor,1x,1,0,0,1,1
1,A8,S-metolachlor,1x,2,0,0,1,1
1,A8,S-metolachlor,1x,3,0,0,1,1
1,A8,S-metolachlor,1x,4,0,0,1,1
1,A8,Mesotrione,1x,1,0,0,1,1
1,A8,Mesotrione,1x,2,0,0,1,1
1,A8,Mesotrione,1x,3,0,0,1,1
1,A8,Mesotrione,1x,4,0,0,1,1
1,A8,Fomesafen,3x,1,0,0,1,1
1,A8,Fomesafen,3x,2,0,0,1,1
1,A8,Fomesafen,3x,3,0,0,1,1
1,A8,Fomesafen,3x,4,0,0,1,1
1,A8,S-metolachlor,3x,1,0,0,1,1
1,A8,S-metolachlor,3x,2,0,0,1,1
1,A8,S-metolachlor,3x,3,0,0,1,1
1,A8,S-metolachlor,3x,4,0,0,1,1
1,A8,Mesotrione,3x,1,0,0,1,1
1,A8,Mesotrione,3x,2,0,0,1,1
1,A8,Mesotrione,3x,3,0,0,1,1
1,A8,Mesotrione,3x,4,0,0,1,1
1,A9,Fomesafen,0.5x,1,0,0,1,1
1,A9,Fomesafen,0.5x,2,0,0,1,1
1,A9,Fomesafen,0.5x,3,0,0,1,1
1,A9,Fomesafen,0.5x,4,0,0,1,1
1,A9,S-metolachlor,0.5x,1,0,0,1,1
1,A9,S-metolachlor,0.5x,2,0,0,1,1
1,A9,S-metolachlor,0.5x,3,0,0,1,1
1,A9,S-metolachlor,0.5x,4,0,0,1,1
1,A9,Mesotrione,0.5x,1,0,0,1,1
1,A9,Mesotrione,0.5x,2,0,0,1,1
1,A9,Mesotrione,0.5x,3,0,0,1,1
1,A9,Mesotrione,0.5x,4,0,0,1,1
1,A9,Fomesafen,1x,1,0,0,1,1
1,A9,Fomesafen,1x,2,0,0,1,1
1,A9,Fomesafen,1x,3,0,0,1,1
1,A9,Fomesafen,1x,4,0,0,1,1
1,A9,S-metolachlor,1x,1,0,0,1,1
1,A9,S-metolachlor,1x,2,0,0,1,1
1,A9,S-metolachlor,1x,3,0,0,1,1
1,A9,S-metolachlor,1x,4,0,0,1,1
1,A9,Mesotrione,1x,1,0,0,1,1
1,A9,Mesotrione,1x,2,0,0,1,1
1,A9,Mesotrione,1x,3,0,0,1,1
1,A9,Mesotrione,1x,4,0,0,1,1
1,A9,Fomesafen,3x,1,0,0,1,1
1,A9,Fomesafen,3x,2,0,0,1,1
1,A9,Fomesafen,3x,3,0,0,1,1
1,A9,Fomesafen,3x,4,0,0,1,1
1,A9,S-metolachlor,3x,1,0,0,1,1
1,A9,S-metolachlor,3x,2,0,0,1,1
1,A9,S-metolachlor,3x,3,0,0,1,1
1,A9,S-metolachlor,3x,4,0,0,1,1
1,A9,Mesotrione,3x,1,0,0,1,1
1,A9,Mesotrione,3x,2,0,0,1,1
1,A9,Mesotrione,3x,3,0,0,1,1
1,A9,Mesotrione,3x,4,0,0,1,1
1,A11,Fomesafen,0.5x,1,0,0,1,1
1,A11,Fomesafen,0.5x,2,0,0,1,1
1,A11,Fomesafen,0.5x,3,0,0,1,1
1,A11,Fomesafen,0.5x,4,0,0,1,1
1,A11,S-metolachlor,0.5x,1,0,0,1,1
1,A11,S-metolachlor,0.5x,2,0,0,1,1
1,A11,S-metolachlor,0.5x,3,0,0,1,1
1,A11,S-metolachlor,0.5x,4,0,0,1,1
1,A11,Mesotrione,0.5x,1,0,0,1,1
1,A11,Mesotrione,0.5x,2,0,0,1,1
1,A11,Mesotrione,0.5x,3,0,0,1,1
1,A11,Mesotrione,0.5x,4,0,0,1,1
1,A11,Fomesafen,1x,1,0,0,1,1
1,A11,Fomesafen,1x,2,0,0,1,1
1,A11,Fomesafen,1x,3,0,0,1,1
1,A11,Fomesafen,1x,4,0,0,1,1
1,A11,S-metolachlor,1x,1,0,0,1,1
1,A11,S-metolachlor,1x,2,0,0,1,1
1,A11,S-metolachlor,1x,3,0,0,1,1
